year,place,title,author,categories,pageCount,averageRating,ratingsCount,publishedDate,description
1986,U.S.,Presumed Innocent,Scott Turow,Fiction,455.0,4.0,5.0,1986-12-31,"Presumed Innocent launched Scott Turow's career as one of the pre-eminent legal thriller writers in America and was later adapted to a major feature film starring Harrison Ford. “This one will keep you up at nights, engrossed and charged with adrenaline.” —People The novel tells the story of Rusty S"
2011,U.S.,Pretend You Don't See Her,Mary Higgins Clark,Fiction,324.0,,,2011-11-29,"What happens when a young woman is accidentally caught up in a dangerous murder investigation, having merely been in the wrong place at the wrong time? Lacey Farrell, a rising star on the Manhattan real estate scene, is witness to a murder - and to the final words of the victim. The dying woman is c"
2002,U.S.,Prey,Michael Crichton,Artificial life,660.0,4.5,2.0,2002,"Deep in the remote Nevada desert, eight people are trapped inside of the Xymos Corporation by a rapidly evolving swarm of predatory molecules that have massed together to form a powerful and intelligent organism that is targeting its creators."
1996,,Primary Colors,Anonymous,Fiction,388.0,,,1996-07-25,
1980,U.S.,Princess Daisy,Judith Krantz,,522.0,,,1980,
1971,U.S.,QB VII,Leon Uris,,404.0,,,1971,
2006,U.S.,Rabbit Redux,John Updike,Fiction,478.0,,,2006-06-01,"It's 1969, and the times are changing. America is about to land a man on the moon, the Vietnamese war is in full swing, and racial tension is on the rise. Things just aren't as simple as they used to be - at least, not for Rabbit Angstrom. His wife has left him with his teenage son, his job is under"
1990,U.S.,Rage of Angels,Sidney Sheldon,Fiction,516.0,,,1990,"This novel tells the story of Jennifer Parker, a successful lawyer who is loved by two men, one a politician, the other, a mafia don."
2009,U.S.,Ragtime,E. L. Doctorow,Historical fiction,106.0,,,2009,"In this highly symbolic and satirical novel, E. L. Doctorow addresses the insurmountable societal constrictions that entrapped lower class American citizens at the turn of the 20th century."
1998,U.S.,Rainbow Six,Tom Clancy,Fiction,754.0,,,1998-09,"John Clarke, ex-Navy SEAL, is the dark side of Jack Ryan - John Clarke is the man who conducts the secret missions President Ryan can have no part of"
2015,New York,Random Winds,Belva Plain,Fiction,475.0,,,2015-11-19,"From a quiet turn-of-the-century village in upstate New York to war-torn London, from the bedsides of the rural poor to the life-and-death urgency of a New York hospital, comes a powerful epic of three generations of doctors in one family. The Farrell family are dedicated, brilliant... and driven to"
2003,U.S.,Red Rabbit,Tom Clancy,Fiction,657.0,3.5,6.0,2003-07-29,"Don't Miss the Original Series Tom Clancy's Jack Ryan Starring John Krasinski! Tom Clancy reveals the details of Jack Ryan's first days with the CIA in this #1 New York Times bestseller. It’s the early 1980s—and historian, teacher, and recent ex-Marine Jack Ryan is now a CIA officer on loan to the B"
2023,,Red Storm Rising,Tom Clancy and Larry Bond,Fiction,643.0,,,2023-07-20,"Pre-order the pulse-racing new Jack Ryan thriller, TOM CLANCY DEFENSE PROTOCOL, now! ________________ 'Packed with more nerve-shattering tension than anything in print today . . . Gripping, audacious, brilliant storytelling at its very best' Washington Times When three terrorists destroy the Soviet "
,England,Remember,Barbara Taylor Bradford,,,,,,
2022,U.S.,Reminders of Him,Colleen Hoover,Fiction,336.0,,,2022-01-18,"A troubled young mother yearns for a shot at redemption in this heartbreaking yet hopeful story from #1 New York Times bestselling author Colleen Hoover. After serving five years in prison for a tragic mistake, Kenna Rowan returns to the town where it all went wrong, hoping to reunite with her four-"
1983,,Return of the Jedi,James Kahn,Fiction,194.0,4.0,1.0,1983-05-12,"It was a dark time for the rebel alliance...Han Solo, frozen in carbonite, had been delivered into the hands of the vile gangster Jabba the Hutt. Determined to rescue him, Luke Skywalker, Princess Leia, and Lando Calrissian launched a hazardous mission against Jabba's Tatooine stronghold. The Rebel "
1970,U.S.,"Rich Man, Poor Man",Irwin Shaw,Fiction,744.0,5.0,3.0,1970,Beginning after WW II was the quarter century when America grew up.
2015,U.S.,Rogue Lawyer,John Grisham,Fiction,331.0,4.0,2.0,2015-10-20,"#1 NEW YORK TIMES BESTSELLER • Featuring one of John Grisham’s most colorful, outrageous, and vividly drawn characters yet, Rogue Lawyer showcases the master of the legal thriller at his very best. On the right side of the law—sort of—Sebastian Rudd is not your typical street lawyer. His office is a"
2016,U.S.,Rose Madder,Stephen King,Fiction,656.0,,,2016-03-29,"A grimmer than Grimm fairy tale for our times--from the master of the macabre, Stephen King. Fleeing a nightmare marriage, Rosie Daniels tries to lose herself in a place where Norman can't find her. But Norman is a cop--and very good at finding people. For Rosie to survive, she must enter her own my"
2011,U.S.,Roses Are Red,James Patterson,Fiction,257.0,5.0,1.0,2011-06-23,"A series of meticulously planned bank robberies ends in murder, and detective Alex Cross must pit his wits against the bizarre and sadistic mastermind behind the crimes. Although torn between dedication to his job and commitment to his family, Cross cannot ignore the case, despite the risks he knows"
2010,U.S.,Safe Haven,Nicholas Sparks,Fiction,267.0,4.5,5.0,2010-09-02,"Love hurts. There is nothing as painful as heartbreak. But in order to learn to love again you must learn to trust again. When a mysterious young woman named Katie appears in the small town of Southport, her sudden arrival raises questions about her past. Beautiful yet unassuming, Katie is determine"
2011,,Scarlett,Alexandra Ripley,Fiction,696.0,,,2011-11-24,"In this #1 bestselling sequel to Gone With The Wind, Scarlett O'Hara's story continues, beautifully capturing the spirit of Margaret Mitchell's timeless tale. Who can forget the most popular, beloved American historical novel ever written? Gone With the Wind is unparalleled in its portrayal the Amer"
2011,U.S.,Scarpetta,Patricia Cornwell,Fiction,1907.0,5.0,2.0,2011-07-05,"Five action-packed thrillers in the #1 New York Times bestselling Scarpetta series: Cause of Death, Unnatural Exposure, Point of Origin, and Trace. “Cornwell remains the master of incorporating real-life science into pulse-pounding fiction.”—The Philadelphia Inquirer IN DEVELOPMENT AS THE ORIGINAL S"
2011,U.S.,Scruples,Judith Krantz,Fiction,593.0,,,2011-09-07,"Scruples is the novel that created publishing history, the first-and widely acknowledged to be the very best-novel ever written about the staggeringly luxurious life of a Beverly Hills boutique and the people who work in it. Scruples was translated into twenty languages and made Rodeo Drive famous a"
1978,U.S.,Second Generation,Howard Fast,Fiction,452.0,,,1978,"This sequel to ""The Immigrants"" depicts the life of Barbara Lavette, daughter of the son of a poor Italian immigrant and a woman of San Francisco's elite, from the Depression through World War II."
2009,U.S.,Secrets,Danielle Steel,Fiction,449.0,,,2009-02-25,"Danielle Steel, America’s number-one best-selling novelist, has held millions spell-bound with such novels as Family Album, Full Circle, and Changes. But with Secrets she takes her readers beyond the tightly knit world of the family, into the heart of the nation’s most glamorous industry: television"
2015,U.S.,See Me,Nicholas Sparks,Fiction,509.0,,,2015-10-13,"The stunning love story from the multi-million-copy bestselling author of The Notebook, The Lucky One and The Longest Ride. Nicholas Sparks is one of the world's most beloved authors. ____________________ Colin Hancock is giving his second chance his best shot. At twenty-eight, he's focused on getti"
1972,U.S.,Semi-Tough,Dan Jenkins,Fiction,328.0,,,1972,"Commissioned to write a book, a leading player of the New York Giants records the events surrounding the impending Super Bowl game with the New York Jets."
2008,England,September,Rosamunde Pilcher,Fiction,749.0,,,2008-12-11,"'Destined to provide many hours of pleasurable reading' Woman & Home What will happen when the party's over? The autumn leaves are beginning to fall just as Alexa arrives back in Scotland for the first time in years, looking forward to seeing her family at her grandmother's birthday party. But then "
1975,Australia,Shōgun,James Clavell,Historical fiction,802.0,,,1975,"After John Blackthorne shipwrecks in Japan, he makes himself useful to a feudal lord in a power struggle with another and becomes a samurai."
2014,U.S.,Silent Honor,Danielle Steel,,,,,2014-12,
1995,U.S.,Silent Night,Mary Higgins Clark,,,,,1995,
2010,U.S.,Sizzling Sixteen,Janet Evanovich,Fiction,321.0,4.0,10.0,2010-06-22,"Trenton, New Jersey, bounty hunter Stephanie Plum has inherited a ""lucky"" bottle from her Uncle Pip. Problem is, Uncle Pip didn't specify if the bottle brought good luck or bad luck. . . . BAD LUCK: Vinnie, of Vincent Plum Bail Bonds, has run up a gambling debt of $786,000 with mobster Bobby Sunflow"
2010,U.S.,Skeleton Crew,Stephen King,Fiction,727.0,,,2010-03-22,"A No. 1 New York Times bestseller and winner of the 1986 Locus Award for Best Collection, SKELETON CREW is a classic collection of riveting stories from the outer limits of one of the greatest imaginations of our time, now with a stunning new cover look. Features 'The Mist', adapted into both a feat"
2004,U.S.,Skipping Christmas,John Grisham,Fiction,244.0,,,2004-10,"Imagine a year without Christmas. No crowded malls, no corny office parties, no fruitcakes, no unwanted presents. That's just what Luther and Nora Krank have in mind when they decide that, just this once, they'll skip the holiday altogether. Theirs will be the only house on Hemlock Street without a "
2010,U.S.,Slapstick or Lonesome No More!,Kurt Vonnegut,Fiction,180.0,,,2010-02-23,"Manhattan has become the Island of Death. The former President of the United States stands barefoot in a purple toga around a cooking fire in the lobby of the Empire State Building. He is Dr Wilbur Daffodil-II Swain and Slapstick or Lonesome No More! is his story – one of monstrous twins, orgies, re"
1996,England,Sleeping Murder,Agatha Christie,Fiction,228.0,,,1996,"Soon after Gwenda moved into her new home, oddthings started to happen. Despite her best efforts tomodernize the house, she only succeeded in dredgingup its past. Worse, she felt an irrational sense ofterror every time she climbed the stairs. In fear, Gwenda turned to Miss Marple to exorciseher ghos"
1994,U.S.,Slow Waltz in Cedar Bend,Robert James Waller,Fiction,212.0,,,1994,Jellie Braden and Michael Tillman discover the bittersweet side of love and the boundaries of passion.
2008,England,Smiley's People,John le Carré,Fiction,482.0,,,2008-10-16,"The classic Cold War novel. Into a shadowy, violent and intricate world steeped in moral ambivalences steps George Smiley – tubby, perceptive and morally perplexed as ever – sometime acting Chief of the Circus, as the Secret Service is known. A Russian émigré woman is accosted in Paris in broad dayl"
2011,U.S.,Smokin' Seventeen,Janet Evanovich,Fiction,187.0,3.5,6.0,2011-06-21,"A cold-blooded killer has Stephanie in his sights... Where there's smoke, there's fire, and this couldn't be truer than in Smokin' Seventeen, the seventeenth wacky adventure in Janet Evanovich's bestselling Stephanie Plum series. The perfect read for fans of Sue Grafton and JD Robb. Raves for Janet "
1997,U.S.,Something Happened,Joseph Heller,Fiction,580.0,4.0,2.0,1997-11-12,"Bob Slocum, an average, middle-aged man with a good job, slowly becomes more and more unhappy with the routine of his life."
2010,U.S.,Sophie's Choice,William Styron,Fiction,819.0,3.0,9.0,2010-05-04,"This award-winning novel of love, survival, and agonizing regret in post–WWII Brooklyn “belongs on that small shelf reserved for American masterpieces” (The Washington Post Book World). Winner of the National Book Award and a modern classic, Sophie’s Choice centers on three characters: Stingo, a sex"
2014,U.S.,Space,James A. Michener,Fiction,786.0,,,2014-03-18,"“A master storyteller . . . Michener, by any standards, is a phenomenon. Space is one of his best books.”—The Wall Street Journal Already a renowned chronicler of the epic events of world history, James A. Michener tackles the most ambitious subject of his career: space, the last great frontier. Thi"
1997,U.S.,Special Delivery,Danielle Steel,Beverly Hills (Calif.),330.0,,,1997,"Tells the story of Jack Watson, a wealthy Beverly Hills businessman and widower, who falls in love with his daughter-in-law's mother and together they discover a relationship marked by challenges and surprises."
2021,U.S.,Star,Danielle Steel,Fiction,433.0,,,2021-02-18,"THE WORLD'S FAVOURITE AUTHOR ONE BILLION COPIES SOLD Every dream demands a sacrifice . . . For Crystal Wyatt, growing up on a ranch in Northern California, Hollywood seems a million miles away. Bold, passionate and enchantingly beautiful, she knows her destiny is waiting for her. But no one said it "
1999,U.S.,"Star Wars: Episode 1, The Phantom Menace",Terry Brooks,Science fiction,324.0,,,1999,
2004,U.S.,State of Fear,Michael Crichton,Fiction,626.0,4.0,3.0,2004,Thriller.
2011,England,Storm Warning,Jack Higgins,,,,,2011,
2013,U.S.,Sycamore Row,John Grisham,Fiction,576.0,4.0,1.0,2013-10-22,"SOME CRIMES CAN NEVER BE FORGIVEN. Seth Hubbard has waited a long time for revenge. He was haunted his entire life by something terrible he saw as a child: and now he's dead, he's not going to let the past die with him. Disinheriting his wives and children, he has left his vast, secret fortune to hi"
2007,Ireland,Tara Road,Maeve Binchy,Fiction,660.0,4.0,8.0,2007-09-04,"NEW YORK TIMES BESTSELLER • “A tender novel of the pleasures and pitfalls of friendship Tara Road is an ultramodern love story for women, about women, between women that is sure to delight.”—Newsday New York Times bestselling author Maeve Binchy has captured the hearts of millions with her unforgett"
2014,U.S.,Texas,James A. Michener,Fiction,1474.0,,,2014-01-21,"Spanning four and a half centuries, James A. Michener’s monumental saga chronicles the epic history of Texas, from its Spanish roots in the age of the conquistadors to its current reputation as one of America’s most affluent, diverse, and provocative states. Among his finely drawn cast of characters"
2006,,The 5th Horseman,James Patterson and Maxine Paetro,,,,,2006,
2011,,The 6th Target,James Patterson and Maxine Paetro,Fiction,278.0,4.0,1.0,2011-04-28,"When a lone gunman goes on a shooting spree aboard a packed San Francisco ferry, Lieutenant Lindsay Boxer is called in to investigate. At the scene she finds three people dead and Claire Washburn fighting for her life. Lindsay promises to find whoever did this. But it's a promise she may not be able"
2008,U.S.,The Appeal,John Grisham,Fiction,376.0,3.5,29.0,2008-01-29,"In Grishams first legal thriller since ""The Broker,"" justice is for sale--andonly the rich can afford it."
2009,U.S.,The Aquitaine Progression,Robert Ludlum,Fiction,788.0,,,2009-12-23,"A shattering secret...and a chilling game of survival...A terrifying international thriller from the No. 1 bestselling author. It begins in Geneva. There, American lawyer Joel Converse meets a man he hasn't seen in twenty years, a covert operative who dies violently at his feet, whispering words tha"
2010,U.S.,The Associate,John Grisham,Fiction,341.0,2.0,1.0,2010-04-21,"Kyle McAvoy is one of the greatest legal students of his generation. He has a brilliant mind and a glittering future ahead of him. But he has a secret from the past that threatens to destroy his entire livelihood. When this secret catches up with him in the form of a compromising video, Kyle is left"
2020,U.S.,The Ballad of Songbirds and Snakes,Suzanne Collins,Young Adult Fiction,744.0,5.0,8.0,2020-05-19,"Ambition will fuel him. Competition will drive him. But power has its price. It is the morning of the reaping that will kick off the tenth annual Hunger Games. In the Capitol, eighteen-year-old Coriolanus Snow is preparing for his one shot at glory as a mentor in the Games. The once-mighty house of "
2001,U.S.,The Bear and the Dragon,Tom Clancy,Fiction,1154.0,4.0,8.0,2001-08-01,Don't Miss the Original Series Tom Clancy's Jack Ryan Starring John Krasinski! President Jack Ryan faces a world crisis unlike any he has ever known in Tom Clancy's extraordinary #1 New York Times bestseller. A high-level assassination attempt in Russia has the newly elected Ryan sending his most tr
2010,U.S.,The Best Laid Plans,Sidney Sheldon,Fiction,254.0,,,2010-06-22,"Sidney Sheldon returns with a tale of two equally determined people headed on a collision course. One the governor of a small southern state, Oliver Russell is a man with a strategy to win the White House. The other is the beautiful and ambitious Leslie Stewart, a woman intent on seeing him lose eve"
2011,U.S.,The Best of Me,Nicholas Sparks,Fiction,285.0,4.0,12.0,2011-10-13,"The bestselling love story behind the massive Hollywood film starring James Marsden and Michelle Monaghan. They were teenage sweethearts from opposite sides of the tracks - with a passion that would change their lives for ever. But life would force them apart. Years later, the lines they had drawn b"
2011,U.S.,The Betsy,Harold Robbins,Fiction,390.0,,,2011-07,"They were two men bound together by their daring, their vision-and their erotic power over women. Racecar driver Angelo Perino rose from an immigrant family to a life on the razor's edge, where fast cars and faster women were his for the taking. Loren Hardeman is the titular head of a giant automoti"
2011,U.S.,The Big Bad Wolf,James Patterson,Fiction,252.0,5.0,1.0,2011-04-28,"Alex Cross's first case since joining the FBI has his new colleagues perplexed. Across the country, men and women are kidnapped in broad daylight and then disappear completely. These people are not being taken for ransom, Alex realizes. They are being bought and sold. And it seems The Wolf is the ma"
2018,Canada,The Billion Dollar Sure Thing,Paul E. Erdman,Fiction,241.0,,,2018-11-14,"""A brilliant novel on international finance ... you will have serious trouble putting this book down."" — Forbes ""The plot is pure gold."" — Business Week ""Delightful glimpses into the world of supermoney."" — The Wall Street Journal ""A genuine thriller, an unparalleled view of the top of the money wor"
2012,U.S.,The Bourne Identity,Robert Ludlum,Fiction,610.0,4.5,6.0,2012-08-14,"#1 NEW YORK TIMES BESTSELLER His memory is a blank. His bullet-ridden body was fished from the Mediterranean Sea. His face has been altered by plastic surgery. A frame of microfilm has been surgically implanted in his hip. Even his name is a mystery. Marked for death, he is racing for survival throu"
2009,U.S.,The Bourne Supremacy,Robert Ludlum,Fiction,792.0,5.0,1.0,2009-12-23,"Scrawled in a pool of blood is one name the world wanted to forget - Jason Bourne...The second, brilliant Bourne novel from worldwide bestselling author Robert Ludlum. 'A killer of a thriller' USA Today 'Watch your back 007 - Bourne is out to get you' Sunday Times Washington, Hong Kong and Peking -"
2009,U.S.,The Bourne Ultimatum,Robert Ludlum,Fiction,850.0,,,2009-12-23,"A death at a funfair, and Bourne must face his nemesis...The third Jason Bourne novel from internationally bestselling author Robert Ludlum. 'The real titan of the genre is Robert Ludlum' GQ 'Watch your back 007 - Bourne is out to get you' - Sunday Times It all starts with a cat-and-mouse chase to t"
2019,England,"The Boy, the Mole, the Fox and the Horse",Charlie Mackesy,,128.0,5.0,2.0,2019-10-10,The Sunday Times Bestseller and New York Times Bestseller. A book of hope for uncertain times. 'Feeling a little blue? Meet the new Winnie the Pooh.' The Daily Mail 'A wonderful work of art and a wonderful window into the human heart' Richard Curtis Enter the world of Charlie's four unlikely friends
2000,U.S.,The Brethren,John Grisham,American fiction,456.0,,,2000,"Tre forhenværende dommere sender fra et fængsel i Florida afpresningsbreve til godtroende bøsser, og det er en indbringende forretning. Men en dag kontakter de den forkerte person, en magtfuld mand med farlige venner, og så er deres fredelige dage forbi"
2013,U.S.,The Bridges of Madison County,Robert James Waller,Fiction,194.0,,,2013-11-30,"Fall in love with one of the bestselling novels of all time -- the legendary love story that became a beloved film starring Clint Eastwood and Meryl Streep. If you've ever experienced the one true love of your life, a love that for some reason could never be, you will understand why readers all over"
2005,U.S.,The Broker,John Grisham,Fiction,536.0,,,2005,"In his final hours in the Oval Office, the outgoing President grants a controversial last-minute pardon to Joel Backman, a notorious Washington power broker who has spent the last six years hidden away in a federal prison. What no one knows is that the President issues the pardon only after receivin"
2014,U.S.,The Burden of Proof,Scott Turow,Fiction,574.0,,,2014-05-22,"'Scott Turow is master of the legal thriller' – The Guardian Full of suspicion and half-truths, The Burden of Proof is Scott Turow's second Kindle County legal thriller. His first Kindle County thriller, Presumed Innocent, is now a major TV series from Apple TV+ starring Jake Gyllenhaal. One afterno"
2013,U.S.,The Butter Battle Book,Dr. Seuss,Juvenile Fiction,54.0,,,2013-11-05,"The Butter Battle Book, Dr. Seuss's classic cautionary tale, introduces readers to the important lesson of respecting differences. The Yooks and Zooks share a love of buttered bread, but animosity brews between the two groups because they prefer to enjoy the tasty treat differently. The timeless and"
1989,U.S.,The Cardinal of the Kremlin,Tom Clancy,Fiction,562.0,4.0,3.0,1989-07-01,"In this electrifying #1 New York Times bestselling thriller from Tom Clancy, a silent war between the USA and Russia will decide the fate of the world—and Jack Ryan is behind enemy lines. Two men possess vital data on Russia’s Star Wars missile defense system. One of them is CARDINAL—America's highe"
2011,United States,The Celestine Prophecy,James Redfield,"Body, Mind & Spirit",27.0,,,2011-12-08,"Set in the rainforests of Peru, The Celestine Prophecy contains ancient secrets that could change our world. As James Redfield defines and concisely explains each of the Nine Insights contained in his spiritual masterpiece, you will not only crystallize your perceptions of why you are where you are "
1994,U.S.,The Chamber,John Grisham,Fiction,486.0,,,1994,"Twenty-two years after the bombing of a Mississippi law office in which Marvin Kramer's two sons died, Klan member Sam Cayhill, the accused killer, has nearly exhausted his death row appeals, until young lawyer Adam Hall takes the case. (Adventure & Suspense)."
2010,U.S.,The Choice,Nicholas Sparks,Fiction,211.0,4.5,5.0,2010-02-04,"Now a major motion picture, The Choice is an unforgettable - and heart-wrenching - love story from Nicholas Sparks, the multi-million-copy bestselling author of The Notebook. HOW FAR WOULD YOU GO TO KEEP THE LOVE ALIVE? Travis Parker has it all: a good job, loyal friends and his dream home in North "
2008,U.S.,The Choirboys,Joseph Wambaugh,Fiction,418.0,,,2008-11-26,"“Each wears his cynicism like a bulletproof jockstrap—each has his horror story, his bad dream, his nightshriek. He is afraid of his friends—he is afraid of himself.”—New York Times Partners in the Los Angeles Police Department, they’re haunted by terrifying dark secrets of the nightwatch–shared pre"
2012,U.S.,The Christmas Box,Richard Paul Evans,Fiction,127.0,5.0,1.0,2012-10-09,A special anniversary edition of the unforgettable Christmas classic that has touched the hearts of millions of readersNthe touching story of a widow and the young family who moves in with her.
2010,U.S.,The Client,John Grisham,Fiction,642.0,3.0,2.0,2010-04-21,"_______________________________________ A US State Senator is dead. Only Mark Sway knows where the body is hidden. And he's eleven years old. The FBI want him to tell them where it is, regardless of the risk to the boy and his family. The killer wants to silence him permanently. Reggie Love has only"
2010,U.S.,The Confession,John Grisham,Fiction,434.0,5.0,2.0,2010-11-09,"A gripping legal thriller from the no.1 Sunday Times bestselling author and creator of Sooley and The Judge's List. _______________________________________ An innocent man is days from execution. Only a guilty man can save him. Travis Boyette is a murderer. Nine years ago, he strangled a high-school"
2001,U.S.,The Corrections,Jonathan Franzen,Fiction,577.0,4.0,48.0,2001-09-15,"#1 NEW YORK TIMES Bestseller * NATIONAL BOOK AWARD WINNER *A NEW YORK TIMES BEST BOOK OF THE TWENTY-FIRST CENTURY: TOP TEN “A spellbinding novel” (People) from the New York Times bestselling author Jonathan Franzen, the author of Crossroads, The Corrections is a comic, tragic epic of worlds collidin"
2014,U.S.,The Covenant,James A. Michener,Fiction,1201.0,,,2014-03-18,"James A. Michener’s masterly chronicle of South Africa is an epic tale of adventurers, scoundrels, and ministers, the best and worst of two continents who carve an empire out of a vast wilderness. From the Java-born Van Doorn family tree springs two great branches: one nurtures lush vineyards, the o"
,,The Crystal Cave,Mary Stewart,,548.0,,,,
2004,U.S.,The Da Vinci Code,Dan Brown,Fiction,484.0,5.0,2.0,2004,"Harvard professor Robert Langdon receives an urgent late-night phone call while on business in Paris: the elderly curator of the Louvre, Jacques Sauni're, has been brutally murdered inside the museum. Alongside the body, police have found a series of baffling codes. As Langdon and a gifted French cr"
,U.S.,The Da Vinci Code: Special Illustrated Collector's Edition,Dan Brown,,,,,,
2010,U.S.,The Dark Half,Stephen King,Fiction,510.0,3.5,2.0,2010-03-22,"Creating George Stark was easy. Getting rid of him won't be . . . The sparrows are flying again. The idea - unbidden, inexplicable - haunts the edge of Thad Beaumont's mind. Thad should be happy. For years now it is his secret persona 'George Stark', author of super-violent pulp thrillers, who has p"
2007,United States,The Darkest Evening of the Year,Dean Koontz,Fiction,410.0,3.5,4.0,2007-11-27,"BONUS: This edition contains an excerpt from Dean Koontz's The City. With each of his #1 New York Times bestsellers, Dean Koontz has displayed an unparalleled ability to entertain and enlighten readers with novels that capture the essence of our times even as they bring us to the edge of our seats."
1971,England,The Day of the Jackal,Frederick Forsyth,,522.0,,,1971,
2016,U.S.,The Dead Zone,Stephen King,Fiction,592.0,,,2016-11-29,"Johnny Smith is an ordinary young man with an engaging grin, a talent for teaching, and a new girl. As he takes Sarah to a carnival, life looks very good. But is his bizarre run of luck on the Wheel of Fortune really a blessing?"
1977,U.S.,The Deep,Peter Benchley,Sea stories,308.0,,,1977,
1980,England,The Devil's Alternative,Frederick Forsyth,,414.0,,,1980,
1975,England,The Dogs of War,Frederick Forsyth,Fiction,388.0,,,1975,"In a remote corner of Zangaro, a small republic in Africa, lies Crystal Mountain. At certain times of the day the mountain emits a strange glow. Only Sir James Manson knows why. The mountain contains ten billion dollar's worth of the world's most valuable mineral, platinum. "" Not only exciting but t"
1991,U.S.,The Doomsday Conspiracy,Sidney Sheldon,Adventure stories,328.0,,,1991,"A weather balloon carrying military information apparently crashes in Switzerland and Bellamy of US Intelligence is despatched to locate the witnesses and swear them to secrecy. However, on his arrival he discovers that the truth is far more terrifying. From the author of Memories of Midnight."
2014,U.S.,The Drifters,James A. Michener,Fiction,754.0,5.0,1.0,2014-03-18,"“Rings with authentic detail and clearly descriptive sights and smells . . . The Drifters is to the generation gap what The Source was to Israel.”—Publishers Weekly In this triumphant bestseller, renowned novelist James A. Michener unfolds a powerful and poignant drama of disenchanted youth during t"
1982,England,The Eagle Has Landed,Jack Higgins,Fiction,372.0,,,1982-09,"As the Allied forces slowly begin turning the tide of war, Hitler vehemently orders the impossible-kidnap Winston Churchill, or kill him. A crack team of commandos led by a disgraced war hero must venture into the heart of England to carry out their mission, or die trying. Meanwhile, in a quiet seas"
1980,U.S.,The Establishment,Howard Fast,Anti-communist movements,498.0,,,1980,"Barbara Lavette was raised amid the opulence of Nob Hill. She renounced her aristocratic heritage to marry a rebel, a man scorned by society. But her defiant victory would be shattered by tragedy. Everything she cherished would be menaced by hysteria in a nation gripped by fear. The Lavettes are a s"
2007,U.S.,The Exorcist,William P. Blatty,Fiction,370.0,,,2007,"Father Damien Karras: 'Where is Regan'Regan MacNeil: 'In here. With us'.The terror begins unobtrusively. Noises in Regan's room, an odd smell, the displacement of furniture, an icy chill. Easy explanations are offered. Then frightening changes start in"
2022,U.S.,The Eyes of the Dragon,Stephen King,Fiction,400.0,,,2022-05-24,"The Kingdom of Delain is at stake when King Roland is murdered and his son and rightful heir, Peter, is framed for the crime. Plotting against him is the evil Flagg and his pawn, young Prince Thomas. Yet with every plan there are holes--like Thomas's terrible secret. And the determined Prince Peter,"
1974,U.S.,The Fan Club,Irving Wallace,,544.0,,,1974,
2012,U.S.,The Fault in Our Stars,John Green,Young Adult Fiction,231.0,4.5,94.0,2012-05-03,"I fell in love the way you fall asleep: slowly, then all at once. Despite the tumour-shrinking medical miracle that has bought her a few years, Hazel has never been anything but terminal, her final chapter inscribed upon diagnosis. But when a gorgeous plot twist named Augustus Waters suddenly appear"
2012,U.S.,The Fault in Our Stars (hardcover),John Green,Young Adult Fiction,231.0,4.5,94.0,2012-05-03,"I fell in love the way you fall asleep: slowly, then all at once. Despite the tumour-shrinking medical miracle that has bought her a few years, Hazel has never been anything but terminal, her final chapter inscribed upon diagnosis. But when a gorgeous plot twist named Augustus Waters suddenly appear"
2018,U.S.,The Fault in Our Stars (movie tie-in),John Green,Fiction,426.0,5.0,1.0,2018-08-24,"Meski keajaiban medis mampu mengecilkan tumornya dan membuatnya Hazel bertahan hidup beberapa tahun lagi, Hazel Grace tetap putus asa. Hazel merasa tak ada gunanya lagi dia hidup di dunia. Namun ketika kelindan nasib mempertemukannya dengan Augustus Waters di Grup Pendukung Anak-anak Penderita Kanke"
2012,U.S.,The Fault in Our Stars (trade paperback),John Green,Young Adult Fiction,337.0,4.5,344.0,2012-01-10,"The beloved, #1 global bestseller by John Green, author of The Anthropocene Reviewed and Turtles All the Way Down “John Green is one of the best writers alive.” –E. Lockhart, #1 bestselling author of We Were Liars “The greatest romance story of this decade.″ –Entertainment Weekly #1 New York Times B"
1982,,The Fifth Horseman,Larry Collins and Dominique Lapierre,,403.0,,,1982,
1993,U.S.,The Firm,John Grisham,Government investigators,436.0,4.0,1.0,1993,"When Mitchell McDeere qualified third in his class at Harvard, offers poured in from every law firm in America. The firm the Mitchell McDeere chose was small, but-well respected. They exceed Mitch's wildest dreams: eighty thousand a year, a BMW and a low-interest mortgage. Now the house, the car and"
2007,U.S.,The Five People You Meet in Heaven,Mitch Albom,Fiction,177.0,,,2007-04-01,"Eddie is a wounded war veteran, an old man who has lived, in his mind, an uninspired life. His job is fixing rides at a seaside amusement park. On his 83rd birthday, a tragic accident kills him, as he tries to save a little girl from a falling cart. He awakes in the afterlife, where he learns that h"
2021,],The Four Winds,Kristin Hannah,,500.0,3.0,1.0,2021-03,"From Kristin Hannah, the #1 New York Times bestselling author of The Nightingale and The Great Alone, comes an epic novel of love and heroism and hope, set against the backdrop of one of America's most defining eras — the Great Depression."
1986,England,The Fourth Protocol,Frederick Forsyth,Cold War,226.0,,,1986,
1969,England,The French Lieutenant's Woman,John Fowles,,518.0,,,1969,
